ENTIDAD FEDERATIVA,FACULTAD O ESCUELA DE MEDICINA,SUSTENTANTES,SELECCIONADOS,PROMEDIO GENERAL,AGNO
COLIMA,UNIVERSIDAD AUTONOMA DE COLIMA,109,39,47.8,2001
CIUDAD DE MEXICO,UNAM FM CU,1795,434,46.54,2001
CIUDAD DE MEXICO,UNAM FES ZARAGOZA,332,50,43.42,2001
CIUDAD DE MEXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,294,56,44.65,2001
CIUDAD DE MEXICO,UNIVERSIDAD DEL EJERCITO Y FUERZA AEREA,12,10,59.7,2001
CIUDAD DE MEXICO,UNIVERSIDAD LA SALLE,198,125,55.14,2001
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL ESCUELA SUPERIOR DE MEDICINA,441,107,46.09,2001
CIUDAD DE MEXICO,INSTITUTO POLITECNICO NACIONAL CENTRO INTERDISCIPLINARIO DE CIENCIAS DE LA SALUD,245,27,41.19,2001
CIUDAD DE MEXICO,ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,155,12,42.07,2001
CIUDAD DE MEXICO,ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,1,0,41.9,2001
CIUDAD DE MEXICO,ESCUELA MEDICO NAVAL SECRETARIA DE MARINA ARMADA DE MEXICO,2,,45.53,2001
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD DURANGO,216,27,42.75,2001
DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO UNIDAD GOMEZ PALACIO,182,23,41.51,2001
GUANAJUATO,UNIVERSIDAD DE GUANAJUATO,89,52,54.86,2001
GUERRERO,UNIVERSIDAD AUTONOMA DE GUERRERO,502,17,37.54,2001
HIDALGO,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,418,51,42.83,2001
JALISCO,UNIVERSIDAD AUTONOMA DE GUADALAJARA,538,107,45.15,2001
JALISCO,UNIVERSIDAD DE GUADALAJARA,1413,354,45.83,2001
JALISCO,UNIVERSIDAD DE GUADALAJARA UNIDAD CIUDAD GUZMAN,54,17,48.19,2001
ESTADO DE MEXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,283,69,46.62,2001
ESTADO DE MEXICO,UNIVERSIDAD ANAHUAC,203,82,51.47,2001
ESTADO DE MEXICO,UNAM FES IZTACALA,1069,153,43.79,2001
ESTADO DE MEXICO,ESCUELA MEDICINA TOMINAGA NAKAMOTO,9,2,44.06,2001
MICHOACAN,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,1238,146,41.61,2001
MORELOS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,138,33,47.81,2001
NAYARIT,UNIVERSIDAD AUTONOMA DE NAYARIT,274,33,43.33,2001
NUEVO LEON,INSTITUTO TECNOLOGICO Y ESTUDIOS SUPERIORES DE MONTERREY,27,20,62.03,2001
NUEVO LEON,UNIVERSIDAD AUTONOMA DE NUEVO LEON,358,183,51.95,2001
NUEVO LEON,UNIVERSIDAD DE MONTERREY,54,13,49.1,2001
NUEVO LEON,UNIVERSIDAD MONTEMORELOS,20,4,45.87,2001
OAXACA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,576,76,42.29,2001
OAXACA,UNIVERSIDAD REGIONAL DEL SURESTE,53,8,41.77,2001
PUEBLA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1901,140,39.07,2001
PUEBLA,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,282,33,42.13,2001
QUERETARO,UNIVERSIDAD AUTONOMA DE QUERETARO,85,39,50.63,2001
SAN LUIS POTOSI,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,127,94,56.27,2001
SINALOA,UNIVERSIDAD AUTONOMA DE SINALOA,751,103,41.89,2001
TABASCO,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,313,33,39.42,2001
TAMAULIPAS,UNIVERSIDAD DEL NORESTE,85,1,39.19,2001
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD TAMPICO,210,43,44.94,2001
TAMAULIPAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS UNIDAD MATAMOROS,142,8,39.52,2001
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD REYNOSA,29,4,42.64,2001
TAMAULIPAS,UNIVERSIDAD VALLE DEL BRAVO UNIDAD CIUDAD VICTORIA,41,0,36.38,2001
TAMAULIPAS,UNIVERSIDAD MEXICO AMERICANA DEL NORTE,22,3,40.67,2001
TLAXCALA,UNIVERSIDAD AUTONOMA DE TLAXCALA,32,1,44.66,2001
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD JALAPA,341,29,39.82,2001
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD POZA RICA,105,13,41.58,2001
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD MINATITLAN,166,19,41.46,2001
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD VERACRUZ,321,16,40.18,2001
VERACRUZ,UNIVERSIDAD VERACRUZANA UNIDAD CIUDAD MENDOZA,151,15,41,2001
YUCATAN,UNIVERSIDAD AUTONOMA DE YUCATAN,235,58,47.07,2001
ZACATECAS,UNIVERSIDAD AUTONOMA DE ZACATECAS,277,55,44.37,2001
NONE,MEDICOS QUE ESTUDIARON EN ESCUELADE MED. EN EL EXTRANJERO,6,4,57.02,2001
